#############################################################
#############################################################
POTENTIAL 1
#############################################################
#############################################################
f_on: 1
a_text: FE
b_text: FE
a: 2
b: 2
f_type: PAIR
f_group: 1
f_group_label: None
r_cut: 6.5
file: fe_pair_analytic.pot
function_type: 2
a_type: pair_spline
f: <function potential_functions.pair_spline at 0x7fe01d8dbd90>
a_l: 0.0
a_u: 7.0
zoor: 1
a_params: 
0.01
-0.01
0.01
-0.01
0.01
-0.01
0.01
-0.01
0.01
-0.01
0.01
-0.01
0.01
-0.01
f_points: 
None
points: 
0.0 10000.0 23218711.1063 -5369576009.67 
0.007 72966.394664 -1941633.94659 -2002426217.01 
0.014 28830.6263282 -7381906.89359 264730306.315 
0.021 15633.1997342 -802060.619945 925214218.296 
0.028 9715.60903249 -542314.19334 -115661020.919 
0.035 6522.27442962 -330638.562323 24698052.5961 
0.042 4603.40577714 -211295.322045 12495678.9066 
0.049 3366.70834397 -141406.350194 7535093.83458 
0.056 2529.48424658 -98220.1891547 4807485.51956 
0.063 1941.57180123 -70283.9099171 3190530.39811 
0.07 1516.77875764 -51530.3891309 2185227.14773 
0.077 1202.6669722 -38556.2813753 1536234.91828 
0.084 965.868005124 -29353.8570873 1104060.67638 
0.091 784.378531265 -22687.5897255 808671.278057 
0.098 643.263348138 -17769.949147 602235.635951 
0.105 532.137636939 -14083.9685573 455160.580966 
0.112 443.63098367 -11281.7275421 348587.060294 
0.119 372.418482861 -9124.01151906 270186.98196 
0.126 314.592166347 -7443.25444778 211721.758035 
0.133 267.243363826 -6120.13219572 167578.328137 
0.14 228.179435761 -5068.41439937 133866.513196 
0.147 195.728152277 -4224.9509871 107848.682526 
0.154 168.600426225 -3542.92828654 87571.5262649 
0.161 145.792605596 -2987.25128024 71623.7160123 
0.168 126.516017257 -2531.33440946 58973.6641612 
0.175 110.14555519 -2154.84113586 48859.2250244 
0.182 96.1817523341 -1842.07215896 40711.6583412 
0.189 84.2225131036 -1580.80313925 34102.5439757 
0.196 73.9418438275 -1361.43777659 28706.2871412 
0.203 65.0737040941 -1176.38464341 24273.3499667 
0.21 57.3996412779 -1019.59444575 20610.9496068 
0.217 50.739245091 -886.213431564 17569.0100992 
0.224 44.9427220875 -772.321656105 15029.8481007 
0.231 39.8850767245 -674.733777547 12900.5371576 
0.238 35.4615193017 -590.846305905 11107.2103054 
0.245 31.5838177531 -518.519629318 9590.7769295 
0.252 28.1773806977 -455.986269444 8303.67958565 
0.259 25.1789109035 -401.779059536 7207.42122638 
0.266 22.534506611 -354.674558615 6270.66720821 
0.273 20.1981167142 -313.648194591 5467.77905104 
0.28 18.1302772235 -277.83849412 4777.67464451 
0.287 16.2970726254 -246.51839575 4182.9368465 
0.294 14.6692780647 -219.072117663 3669.11224502 
0.301 13.2216476963 -194.976406549 3224.15637403 
0.308 11.9323217995 -173.785261437 2837.9923756 
0.315 10.782330867 -155.117428771 2502.15803688 
0.322 9.75517924567 -138.646119106 2209.52205018 
0.329 8.83649433162 -124.090513883 1954.05478586 
