1  256  1.368  68.1131035972  -1018.12124605  -950.008142454  
2  256  1.546  68.1131035972  -1018.12124605  -950.008142454  
3  256  1.127  66.1237268409  -1022.6349291  -956.511202264  
4  256  1.597  68.1131035974  -1018.12124605  -950.008142454  
5  256  1.23  68.042000452  -1018.25495633  -950.212955878  
6  256  1.314  68.1131035973  -1018.12124605  -950.008142454  
7  256  1.462  68.1131035977  -1018.12124605  -950.008142454  
8  256  1.003  70.0938707301  -1059.21969117  -989.125820442  
9  256  1.313  68.1131035969  -1018.12124605  -950.008142454  
10  256  1.465  68.1131035978  -1018.12124605  -950.008142454  
11  256  1.004  69.3346166585  -1058.54844427  -989.213827609  
12  256  1.419  68.1131035972  -1018.12124605  -950.008142454  
13  256  1.078  61.1102561702  -1026.38828077  -965.278024601  
14  256  1.541  68.1131035976  -1018.12124605  -950.008142454  
15  256  1.12  65.8808308785  -1023.11071928  -957.229888405  
16  256  1.237  67.9874850121  -1018.19538813  -950.207903115  
17  256  1.59  68.113103597  -1018.12124605  -950.008142454  
18  256  1.533  68.113103597  -1018.12124605  -950.008142454  
19  256  1.294  68.1131035972  -1018.12124605  -950.008142454  
20  256  1.152  66.9602402327  -1021.21824129  -954.258001056  
21  256  1.183  68.0350930197  -1019.384791  -951.349697978  
22  256  1.245  67.9781702921  -1018.15301292  -950.17484263  
23  256  1.361  68.1131035967  -1018.12124605  -950.008142454  
24  256  1.417  68.113103597  -1018.12124605  -950.008142454  
25  256  1.076  60.2288612174  -1026.76651172  -966.537650498  
26  256  1.239  67.9787776304  -1018.18250217  -950.203724536  
27  256  1.366  68.1131035978  -1018.12124605  -950.008142454  
28  256  1.41  68.1131035967  -1018.12124605  -950.008142454  
29  256  1.071  57.4733046786  -1027.89514275  -970.421838068  
30  256  1.548  68.1131035975  -1018.12124605  -950.008142454  
31  256  1.129  66.0885911357  -1022.5090943  -956.420503163  
32  256  1.599  68.1131035968  -1018.12124605  -950.008142454  
33  256  1.293  68.1131035973  -1018.12124605  -950.008142454  
34  256  1.534  68.1131035974  -1018.12124605  -950.008142454  
35  256  1.155  67.0441042961  -1020.9712145  -953.927110206  
36  256  1.184  68.0752063747  -1019.35822396  -951.283017588  
37  256  1.242  67.9708080087  -1018.16614377  -950.195335762  
38  256  1.044  59.9518068187  -1037.53277741  -977.58097059  
39  256  1.382  68.1131035976  -1018.12124605  -950.008142454  
40  256  1.425  68.1131035976  -1018.12124605  -950.008142454  
41  256  1.353  68.1131035969  -1018.12124605  -950.008142454  
42  256  1.095  64.1355426666  -1024.62178993  -960.486247265  
43  256  1.038  60.29770215  -1040.26024808  -979.962545929  
44  256  1.459  68.1131035975  -1018.12124605  -950.008142454  
45  256  1.488  68.1131035968  -1018.12124605  -950.008142454  
46  256  1.277  68.1131035971  -1018.12124605  -950.008142454  
47  256  1.16  67.1844048309  -1020.51686264  -953.332457806  
48  256  1.501  68.1131035973  -1018.12124605  -950.008142454  
49  256  1.328  68.1131035969  -1018.12124605  -950.008142454  
50  256  1.27  68.1130268933  -1018.12119845  -950.008171554  
51  256  1.167  67.4166359594  -1019.99426344  -952.577627485  
52  256  1.506  68.113103597  -1018.12124605  -950.008142454  
53  256  1.043  59.9258086144  -1037.987027  -978.061218386  
54  256  1.422  68.1131035971  -1018.12124605  -950.008142454  
55  256  1.385  68.1131035968  -1018.12124605  -950.008142454  
56  256  1.354  68.1131035975  -1018.12124605  -950.008142454  
57  256  1.092  64.46042486  -1024.77356992  -960.313145061  
58  256  1.031  62.2393768326  -1043.50752177  -981.268144937  
59  256  1.45  68.1131035974  -1018.12124605  -950.008142454  
60  256  1.326  68.1131035972  -1018.12124605  -950.008142454  
61  256  1.481  68.1131035974  -1018.12124605  -950.008142454  
62  256  1.169  67.4668949138  -1019.87472198  -952.407827066  
63  256  1.508  68.1131035979  -1018.12124605  -950.008142454  
64  256  1.202  68.4071805851  -1018.80562022  -950.398439635  
65  256  1.115  65.2973781325  -1023.45660243  -958.159224296  
66  256  1.574  68.113103597  -1018.12124605  -950.008142454  
67  256  1.205  68.4194790647  -1018.71731997  -950.297840909  
68  256  1.112  64.9419070598  -1023.6547706  -958.712863544  
69  256  1.573  68.1131035977  -1018.12124605  -950.008142454  
70  256  1.036  60.7493516728  -1041.17882635  -980.429474681  
71  256  1.457  68.1131035968  -1018.12124605  -950.008142454  
72  256  1.486  68.1131035979  -1018.12124605  -950.008142454  
73  256  1.321  68.1131035973  -1018.12124605  -950.008142454  
74  256  1.279  68.1131035972  -1018.12124605  -950.008142454  
75  256  1.103  63.8788997489  -1024.1904664  -960.311566651  
76  256  1.562  68.1131035978  -1018.12124605  -950.008142454  
77  256  1.214  68.347280675  -1018.49884978  -950.151569109  
78  256  1.268  68.1130361046  -1018.12120416  -950.008168059  
79  256  1.33  68.1131035974  -1018.12124605  -950.008142454  
80  256  1.497  68.1131035977  -1018.12124605  -950.008142454  
81  256  1.027  63.1408803508  -1045.39561894  -982.254738585  
82  256  1.446  68.1131035979  -1018.12124605  -950.008142454  
83  256  1.178  67.7714682674  -1019.51045669  -951.738988427  
84  256  1.519  68.1131035979  -1018.12124605  -950.008142454  
85  256  1.49  68.1131035968  -1018.12124605  -950.008142454  
86  256  1.337  68.1131035974  -1018.12124605  -950.008142454  
87  256  1.02  63.7009414905  -1048.82488801  -985.123946524  
88  256  1.441  68.1131035969  -1018.12124605  -950.008142454  
89  256  1.104  63.9743878795  -1024.13432356  -960.159935677  
